ATC,tsne0,tsne1,tsne2
N02AA,6.39152270903,18.1981793797,-3.0006946783
D11AF,4.52306577759,19.0138487648,-3.43083441408
J05AR09,10.1329477065,5.29664415165,-16.5572679303
R03AL08,-10.8115052573,0.470144846976,9.43721793622
J02AC02,3.16149754608,-1.90403233673,1.59601916974
G03CA04,10.0020303414,11.1608389155,8.22814218624
C02DC01,10.1020067214,-7.69457310606,7.44955211053
M04AB01,4.22066307121,-6.61140674194,1.58892198606
N01BB02,5.38621133419,4.5250733285,4.46561706708
D06BA01,14.1283445395,1.48137060698,3.75625570309
A07BC,4.03885189007,8.35134234152,4.89110998998
B03AA07,12.9893902688,7.66821357615,12.5056627586
L03AX13,-7.44663289572,-10.6106109278,-17.1033171545
S01ED01,-0.941228364796,2.53430792727,-15.5218758623
J02AB02,16.0178553756,4.67594822121,2.83587112935
P03AC04,-1.70940630631,-6.48494778753,0.474226572247
B02BA01,3.57640905137,5.71026078311,4.31940672742
N03AX14,8.26757918743,1.47366502002,-2.47293304363
L01XX32,-5.27729534604,-10.8852989887,6.88458342374
V03AE03,13.2086229517,19.5788070821,-0.842053436359
J05AF06,15.7478609025,1.90872357693,-12.159545612
L01AC01,10.0328856384,-8.7143207614,27.9050809134
B01AE06,21.7354213301,-17.006479014,3.81254998459
N06AB10,15.9105152083,13.2137431302,-3.01881240501
C07AA02,7.45358466259,12.4683143426,-0.978934106322
V03AF03,-7.15564856651,4.94944495914,-20.3746733279
N02CC06,-16.8737979654,6.05664430451,9.03015620636
D07AB09,10.5632006155,1.8319189399,8.41940892538
L03AB04,2.24642102169,1.00456649527,12.3446141432
D07CB01,-7.98607456836,19.3522432638,3.53102045819
B05AA07,-11.2659591486,12.7899738714,-11.6273892521
L04AX02,-5.42329136433,-12.8572036524,7.37296375994
D02AX,-12.3294935412,17.7740551429,1.37880340497
C09CA06,9.67182629584,-5.72659077764,3.26751773981
L04AX,-2.11279200347,-15.7153387152,-0.292984299001
V06DX,-5.45968888251,9.01474278755,-3.0181817923
G03DC02,7.16295778835,14.2614734883,-11.7609258752
N06BA02,13.6815912641,6.42978936513,-5.58403338942
N03AX03,9.13158951002,-1.68007020079,-3.6206968182
J05AF02,14.5861115717,2.24010534059,-14.5023999877
L02BG06,6.50662708254,-6.96282837231,-16.1235402239
A02AA05,3.3163205772,6.64456128739,0.754803815995
M05BB05,4.18532904003,19.6726445179,2.97980617109
S01EB01,3.33557647422,0.905099967924,-16.7937379094
H01AC01,-10.1268754023,-4.10157737511,8.49116073753
M05BA03,-6.21898306782,-15.7581748891,7.65665224879
A06AB56,-4.22926521635,17.0952307549,6.33290416475
J01MA06,2.47766881949,9.74851925737,18.1121488796
A10AB02,-4.61790610837,5.9917415002,2.59189077885
A06AG02,-10.5323490318,-6.03908377306,-14.0508129433
J05AF10,8.28159536309,-2.2305474004,5.88801261889
C07AG01,7.28007002932,13.3742958285,-2.06036233451
G03XA01,-2.57484011808,-3.19884134458,-11.5329675487
N06BA13,-1.23694125579,2.49066842805,-3.38056870114
H02AB10,-9.79399864718,5.63040887573,8.33330299641
B06AC02,-1.05324854561,-1.62844519252,-8.90272124166
M05BA04,2.76219235532,18.4736454928,4.55870351575
A06AH01,0.833112859959,-8.80977532097,-7.93968157834
L04AA06,-0.437234615092,-9.55116331154,-18.8995565899
L02AE03,-15.5872363559,-9.77148252944,12.9877167864
C03EA01,6.79161812802,14.0232270784,-6.53035621143
A10BB01,13.2348924941,17.7403932063,-9.68582140815
G02CB01,-24.3235435249,1.52822944598,21.9812478843
L01XE04,-4.9692746345,7.42036085499,22.1519790393
P01BB51,7.15459808003,3.6538947611,-0.0480411932596
J01DE01,-5.38945370689,2.30373906147,2.54099312912
A11DA01,-2.02383291206,14.1765198212,-2.46041078748
G04BE01,-11.349702097,10.8521662927,3.54044134258
B01AC30,-2.98603430523,10.1617368889,-10.2989542014
C09AA05,16.5993755581,-11.1022753431,5.6820782566
V03AC02,-12.6132999618,-6.32295430662,13.6872413389
A04AA04,5.38321274793,4.06921306688,7.47393366932
N03AA03,10.8283710638,1.28193369521,-2.32433325518
L01DB06,-3.06670156416,-2.11527525645,7.62954516547
N02CC03,-16.9507609716,4.54788198704,8.72207934807
H02AB09,-9.57467585492,5.70621634529,6.97673489836
B05CB01,-4.93466410277,15.9577735252,-0.608821668368
R01AX06,-5.1570706444,-8.21562042005,1.30312486055
S01EE03,3.07803984981,5.67942152669,-16.2420279352
L01AB01,3.85024664418,0.804056191958,12.1368101475
M03CA01,-9.05209553576,-6.57691167965,-13.8935420127
J04BA,-7.88524175458,6.85537231563,-9.24655043883
L02BB02,-12.6456223587,-11.9332089068,5.97033431458
V04B,0.388043387948,9.94590294673,0.87926693863
A12BA01,16.0849589653,9.74839830532,4.32829035379
C09CA03,-1.88032693663,-8.80249353607,14.3175757099
C01DA08,25.3634970017,13.5325068483,2.29397191105
C10AX13,1.84544918532,-11.6027391306,12.0772838517
R05CB13,-18.6134696904,-4.68883419119,-7.03086617325
G01AA01,-5.2703295249,17.9831985615,0.895066725156
L01AD01,0.0213431949355,8.80121065355,10.8687575573
A04AA02,-9.34422652149,-1.31743872163,-2.73945237162
